YEAR,MONTH,CIVIL,IND
2021,1,2003546.3633921295,787831.3775641079
2021,2,1690458.434151922,672122.1302529196
2021,3,1383941.4916698844,697708.5131970993
2021,4,880299.9289621594,577838.2347383681
2021,5,574880.0270889812,535230.210709526
2021,6,435759.0711285429,529974.6873243588
2021,7,421271.0517054035,551980.8772791966
2021,8,400282.33117678494,528934.3590618494
2021,9,402254.67706580553,562378.3510295682
2021,10,623999.4885325448,650681.3891471947
2021,11,1118919.8618224035,740534.2849388181
2021,12,1797105.8316580812,858569.3332800328
2022,1,1956173.5473690522,832244.6748406444
2022,2,1693394.4410107036,697266.8434072012
2022,3,1349246.9594926308,733132.8332282006
2022,4,883829.3822005667,602712.2671947418
2022,5,588212.2111714509,564492.8249173218
2022,6,449199.93080924836,548313.1098672443
2022,7,430596.4401431884,560676.0180719511
2022,8,408932.17043018655,538842.809965239
2022,9,413640.0845602633,583844.379086806
2022,10,626320.3646483957,670419.718877748
2022,11,1135230.7086864887,778694.9848407812
2022,12,1803791.8016456552,848185.482774274
2023,1,1994364.202442404,871524.152443408
2023,2,1663676.0581602904,680850.3542893679
2023,3,1390595.5498450845,756451.7140195947
2023,4,932506.5353650912,623038.2983961834
2023,5,592406.3687354187,585782.016931324
2023,6,450290.3560614719,573029.034011158
2023,7,438767.2829437902,592314.682789977
2023,8,421330.39741875627,573326.5485149192
2023,9,423760.0584824178,592701.7469435647
2023,10,635938.1005573063,734768.8891370776
2023,11,1118353.045807237,784464.9741786829
2023,12,1784851.8155314075,923265.4731251203
2024,1,1982739.3101412945,894501.1378952893
2024,2,1722470.8202134375,798174.469215117
2024,3,1381150.5336635413,784787.7558692502
2024,4,905478.9702813381,657747.1291527884
2024,5,596538.422174708,632993.4626775184
2024,6,462823.24590689765,621036.1349558912
2024,7,442435.76507831865,647351.4695002247
2024,8,420180.01282229746,639821.8530423156
2024,9,419480.7114378996,673878.6597559534
2024,10,638479.5820941154,790583.0091860155
2024,11,1148885.5728151398,859897.9979143017
2024,12,1786891.2739743744,941911.6393990209
2025,1,2029514.66985959,933863.6694461051
2025,2,1723284.3505645387,797174.7894974672
2025,3,1463832.957005946,828763.2062564443
2025,4,886226.3231508823,690125.6696646548
2025,5,592428.0951448579,637910.3417612857
2025,6,449905.736219791,631958.4958195023
2025,7,437999.9059233308,657078.3050939954
2025,8,416721.9714116587,629116.0687266908
2025,9,429488.4356787544,669484.4489771532
2025,10,644224.8825865976,772601.7662913114
2025,11,1146150.344671386,880800.2170640827
2025,12,1768358.704094164,1016102.8702892411
2026,1,1986559.8500599544,973816.0174498446
2026,2,1705509.681298499,817688.4672794566
2026,3,1383838.4974217722,864229.4170952663
2026,4,917685.5457291389,709940.8534109596
2026,5,602682.420156993,664898.0344701346
2026,6,457667.2345332048,645041.6777716597
2026,7,444248.36617590603,658469.8153602998
2026,8,424588.46874204476,632456.625759041
2026,9,432182.2699307774,685183.7611472816
2026,10,646655.4717388032,785095.0897854246
2026,11,1138357.6514607114,912802.9007310765
2026,12,1865685.2734167948,993388.3611756589
2027,1,2007473.8873105936,1017726.8267089056
2027,2,1704535.3123833982,794310.1104267181
2027,3,1404438.8733123378,882752.7177639115
2027,4,917967.566209473,729904.0920858149
2027,5,608496.8282904155,684055.152393557
2027,6,464007.2760338638,669516.7190226577
2027,7,451510.70472991635,691794.1364250132
2027,8,436460.3934732064,669140.8842339033
2027,9,441206.9148244859,691977.5777793971
2027,10,665494.7353482465,860797.5133774732
2027,11,1103306.1376659027,911089.7581852763
2027,12,1800482.4094840095,1075653.278934159
2028,1,1972882.8493520862,1038323.0570671207
2028,2,1756075.0946742122,930063.5222895804
2028,3,1389197.8320783025,910965.8687686223
2028,4,890370.1166966882,764789.2637519725
2028,5,611331.6466789008,735102.3067255698
2028,6,469438.3552157761,721597.2349211497
2028,7,454982.9212398647,751835.8623197869
2028,8,431372.5316904589,742754.2106108904
2028,9,438286.31446975213,783265.1071126737
2028,10,670344.7075036843,915829.711218228
2028,11,1162176.7525047434,995271.1629771731
2028,12,1814761.8720780343,1088861.5377820292
2029,1,2054525.6299672518,1082098.0541143483
2029,2,1699819.864413415,922886.8822618253
2029,3,1398452.2684128084,958361.955825208
2029,4,914498.5293694875,796333.7687677535
2029,5,611383.7805638851,737929.7017021495
2029,6,469235.15605538164,730459.3305923194
2029,7,455301.02985913877,758353.5237185737
2029,8,434350.4917877547,727537.823696736
2029,9,439708.52094262093,772826.518886527
2029,10,663405.0659605168,890141.6074496126
2029,11,1149559.3414583998,1014609.3686145179
2029,12,1835113.923659751,1168672.4263334337
2030,1,2010016.9425347298,1127934.2951640664
2030,2,1698526.9112581403,940749.2620699749
2030,3,1432651.1302591995,993452.6212020653
2030,4,937055.2506855536,814390.8471921241
2030,5,622613.922614333,763035.4030895508
2030,6,474949.8690084592,739477.031501367
2030,7,463841.8025762813,755740.4920316086
2030,8,446342.3535072971,726013.5000760219
2030,9,456993.8961880083,785943.2661314736
2030,10,666602.5349967866,899702.8800679754
2030,11,1157576.0341423643,1048247.1423984799
2030,12,1851159.3724269967,1137000.6293046477
2031,1,1999193.8331138636,1167223.742202506
2031,2,1713537.2972454207,911118.9888187774
2031,3,1396090.9250527672,1011209.6072516653
2031,4,936436.0178306134,834838.7134669396
2031,5,627344.3067728995,783123.4316736185
2031,6,482127.9136584835,765986.3744124259
2031,7,471695.85616264143,791607.287076826
2031,8,454128.84484638297,765680.2661336196
2031,9,461279.979623754,791517.2371984938
2031,10,671448.3945173499,981055.5970561106
2031,11,1106435.9794917156,1039897.2482142892
2031,12,1829766.5907288834,1226413.7802064568
2032,1,2020809.615367718,1189499.7994559193
2032,2,1777878.8495465326,1061643.02751549
2032,3,1348107.628532246,1039196.0329032283
2032,4,905853.651071016,871656.8857484843
2032,5,632017.3845594376,838249.0596221475
2032,6,489118.1362969118,822623.1562358015
2032,7,474885.0841257461,857141.5063446962
2032,8,450517.85454166064,846111.2307578605
2032,9,457531.25790174404,892021.5741651175
2032,10,688076.0878843148,1043379.5741627914
2032,11,1179506.0772762808,1132518.5485899998
2032,12,1817845.8239670424,1237849.3465074308
2033,1,2001026.466786241,1224945.247023077
2033,2,1706510.656518242,1049731.016699508
2033,3,1382493.534261025,1088513.912397584
2033,4,933266.5092772259,904815.2641757596
2033,5,629957.4908890746,836468.2310642703
2033,6,486759.9113497383,828366.4585860074
2033,7,473571.0999065919,860309.5272205439
2033,8,453793.5362708606,825126.2388274365
2033,9,457468.9221636859,875750.7515180841
2033,10,680544.0077044965,1008667.7222799968
2033,11,1167869.4458297503,1150378.893005901
2033,12,1893125.7924468487,1326698.8739076674
2034,1,2042685.9387078793,1276404.4413819104
2034,2,1714507.293439894,1066665.97900233
2034,3,1412406.385256331,1125223.4062073783
2034,4,958083.3051647961,922101.8587594074
2034,5,640278.1400275318,863768.9381707949
2034,6,492979.1308532504,836803.282174533
2034,7,480348.8125487736,854436.2689676636
2034,8,463207.9461261768,820378.6707845075
2034,9,469621.27675399964,887637.757752158
2034,10,708911.2713048592,1015539.4867927345
2034,11,1161936.198341163,1182080.482418541
2034,12,1858845.3686099548,1284141.4036332085
