YEAR,MONTH,CIVIL,IND
2021,1,2004297.713043815,787138.8908317087
2021,2,1673060.3937533372,669000.5365216588
2021,3,1383540.3050581727,696381.7756695362
2021,4,884827.7604321255,574369.47506297
2021,5,572827.4582260133,531752.6936426936
2021,6,440010.474710777,526687.0857199302
2021,7,424230.19508358964,549812.7560590748
2021,8,399774.8551024973,525327.8592103099
2021,9,402288.2605066636,560829.8778549118
2021,10,614595.7590784356,651157.7261764534
2021,11,1111139.8441047762,746995.373091361
2021,12,1781727.4161102094,868578.3377779952
2022,1,1966553.287551568,832863.5024105507
2022,2,1676181.6259900846,692260.2590837941
2022,3,1347551.8923919396,733366.8266036673
2022,4,889073.8952464344,596697.4794412022
2022,5,584411.4957178939,558991.466176843
2022,6,450057.4399715473,541197.9608113712
2022,7,429799.0047167061,554867.1704312251
2022,8,408295.0468666504,532045.846852818
2022,9,413858.40069303743,579206.2867609593
2022,10,622798.8082628632,667415.0476048841
2022,11,1132022.112288769,783844.8476817228
2022,12,1798831.4481547168,856200.1518262124
2023,1,2011565.5260046986,879987.4211161537
2023,2,1645675.6927202556,677422.3001389935
2023,3,1386184.5599321555,757156.5808869362
2023,4,940129.8027557819,618998.5901597269
2023,5,589678.0042202377,580970.0925809697
2023,6,466623.88273579447,567538.0020456277
2023,7,453726.9658627052,589426.045532102
2023,8,419594.6245380472,569313.0449119316
2023,9,426726.7277893475,589670.6482564863
2023,10,637256.2529761841,740705.6776503571
2023,11,1120402.6841543014,787659.1208660612
2023,12,1779761.839322454,936204.533813734
2024,1,1990021.9215486655,903689.4103999439
2024,2,1699256.1045867153,804264.8618954076
2024,3,1383249.9722766303,787126.4107489968
2024,4,901306.4417431373,654714.9965285725
2024,5,593247.7360175998,631147.7578450317
2024,6,476103.79477943847,619396.3543872061
2024,7,456124.92899397644,647925.181719937
2024,8,419218.3981212865,639323.3915682222
2024,9,423636.0839030944,676482.6578848676
2024,10,627600.6959147134,796449.3917431047
2024,11,1155160.9704542318,866991.1017605728
2024,12,1785121.824004699,955100.9586850337
2025,1,2030757.4222694784,944881.4151846934
2025,2,1698025.8564812157,803088.9256724222
2025,3,1419452.383099782,835578.3766644197
