YEAR,MONTH,CIVIL,IND
2021,1,2002762.7047587093,787862.4502597131
2021,2,1687760.807907505,668913.470611349
2021,3,1383543.589705847,696678.4229500688
2021,4,880761.1731394222,574733.526005114
2021,5,574751.9825898928,531718.6015483644
2021,6,435737.23966737953,526871.9926508851
2021,7,423447.77828124457,550111.7220588918
2021,8,400777.7868464604,525492.7774669765
2021,9,402685.5250872993,560881.9114539868
2021,10,623196.9079245173,651215.8898611078
2021,11,1120659.528191571,747200.7634517008
2021,12,1799563.3654887085,868650.2707391011
2022,1,1957495.8071334013,833338.2934393861
2022,2,1694330.0078290098,692338.6986761575
2022,3,1351211.6604260448,733740.1787884585
2022,4,883630.2552285339,596993.6400401405
2022,5,587005.4050785913,559080.3442488832
2022,6,448958.2647502121,541464.4410222215
2022,7,432180.85316251847,555039.4497060819
2022,8,411486.29259736295,532112.240004315
2022,9,414371.0266488145,579262.8427014716
2022,10,627597.5470222402,667786.9650438889
2022,11,1138027.4573381606,784052.7501385682
2022,12,1807335.0822172994,856236.0050837421
2023,1,1993809.4650930483,880216.100295059
2023,2,1665785.3363798803,677671.2774534184
2023,3,1391370.40642031,757604.6180315939
2023,4,932424.1522772006,619226.9448901487
2023,5,591401.5490135709,581182.4935528513
2023,6,449568.99611485325,567882.1544433138
2023,7,438424.9333975097,589469.4433241523
2023,8,422876.7198941915,569284.1499420478
2023,9,423915.62573265785,589738.1876529292
2023,10,635495.364245272,741390.8904744977
2023,11,1118619.5857388256,787863.6501033723
2023,12,1785310.8472692154,936200.4455829656
2024,1,1982922.0401122733,903674.9262300145
2024,2,1722909.9776835786,804689.3010617143
2024,3,1381253.5865860994,787424.1273978936
2024,4,905467.2515826252,655226.677074479
2024,5,596057.1260096754,631071.0667570552
2024,6,461460.45968352194,619575.5476564046
2024,7,442551.476392052,648428.1409791972
2024,8,420296.63387387054,639669.590887091
2024,9,419979.6698569538,676616.359285248
2024,10,637970.6545632423,796273.3956414228
2024,11,1149212.6373719578,867267.8500170612
2024,12,1790170.1485784722,955284.6643314746
2025,1,2028245.4291200666,945684.6773878599
2025,2,1723490.0893856992,803081.5625372739
2025,3,1464294.3980808202,835954.7267201131
2025,4,885951.1705456633,689261.8593885492
2025,5,590682.8908061992,637331.3382517898
2025,6,449888.7440978659,631177.9892630385
2025,7,438130.7005395427,658451.7994702447
2025,8,417298.5679501031,628765.739379994
2025,9,428892.3336500368,670622.7487834216
2025,10,643439.6500254348,777383.3398427605
2025,11,1147590.8005246515,891314.3542445434
2025,12,1768798.6167110445,1035530.3615313941
2026,1,1986371.0054385555,992643.4754526194
2026,2,1705522.6865960946,824550.1096994334
2026,3,1384805.5099404969,873294.9572110797
2026,4,918010.1552029352,710118.2152644759
2026,5,601337.454031621,664862.8304125643
2026,6,457829.22857892554,643379.1882929085
2026,7,444492.40751467005,658840.4842211175
2026,8,424987.3588185204,631506.0012116053
2026,9,432350.32757181436,687290.879425166
2026,10,646677.2564725215,790702.2044569968
2026,11,1138605.700143318,928332.4829898982
2026,12,1865437.8292937046,1012004.7131797413
2027,1,2007673.8105731742,1041142.523735927
2027,2,1707610.2306910984,800461.3680995066
2027,3,1405261.509775064,894765.564850295
2027,4,917748.1392898102,731083.2983108772
2027,5,606494.1951743553,686075.5688776872
2027,6,464180.64281036553,669981.7641818686
2027,7,451849.8157110814,694988.2803830791
2027,8,436874.5682009236,671169.2081632386
2027,9,441330.28437365836,694672.1302379929
2027,10,665328.902600039,872459.5535806032
2027,11,1103043.6377298373,925894.7031684858
2027,12,1800949.3260022392,1099756.3552220028
2028,1,1973963.4134164716,1061571.4540342335
2028,2,1758940.7329467165,946070.4759645794
2028,3,1389811.436873336,924259.3732277842
2028,4,889538.7889425035,768790.6412243962
2028,5,609875.4241829764,740522.3599894363
2028,6,469525.6772323037,726612.7884573652
2028,7,455882.8093503612,759927.0180168323
2028,8,431961.04858473846,749734.4074588885
2028,9,438435.37818774884,792444.2347214301
2028,10,669855.885426264,931965.7012230696
2028,11,1163308.2768928842,1013597.4897986923
2028,12,1816564.0895262903,1115205.3061815298
2029,1,2052876.554127664,1103506.9045159954
2029,2,1703192.8161074247,937249.6544632026
2029,3,1399090.311185277,975231.0304901622
2029,4,914237.2941673881,803790.1927719736
2029,5,609316.1014356434,742944.0749552145
2029,6,469225.6239729391,735483.9858751954
2029,7,455996.2961768972,766791.8768816057
2029,8,434599.6583306555,732038.7012930089
2029,9,439900.61351398076,780363.5861128522
2029,10,662594.1807641482,903550.789824414
2029,11,1149632.288842365,1035427.9450373723
2029,12,1835808.6294134276,1202410.4523236847
2030,1,2011062.082142287,1151948.657465861
2030,2,1702677.1702843076,956761.5207227097
2030,3,1437459.9670775943,1012849.7356336999
2030,4,936801.3946517371,823242.7904888054
2030,5,621439.7439019508,770645.3165762346
2030,6,474803.9808692724,745293.9355635892
2030,7,464887.8944363599,762641.5187361448
2030,8,446216.9445189544,730899.7624188929
2030,9,456895.549864273,795318.9161488729
2030,10,666789.7803589723,913617.4438700983
2030,11,1157820.9452402086,1072612.2158412216
2030,12,1857230.512085042,1167773.4212757265
2031,1,2000759.145459894,1202068.9471768092
2031,2,1713712.1299403952,923251.4587455892
2031,3,1396115.3537143616,1031926.511668978
2031,4,935636.9626171394,842939.651731604
2031,5,625514.7948164622,790968.6442025299
2031,6,482253.2201543144,772081.3739204253
2031,7,471772.1058269056,800507.1174420124
2031,8,454737.88778901263,773054.2663844482
2031,9,461443.1800679359,799606.072823053
2031,10,670571.9704467534,1003528.2166866871
2031,11,1106256.1454145273,1063925.7562335893
2031,12,1832890.995901477,1263312.264861024
2032,1,2019888.3074624934,1219467.9818384594
2032,2,1779573.7537855569,1087451.6508674556
2032,3,1347999.0314001392,1061094.6190576528
2032,4,904822.3696098225,882354.605374312
2032,5,629928.4726678785,849973.6532218169
2032,6,489171.21853414096,833650.0292583274
2032,7,474865.98878852325,871425.8950544613
2032,8,451332.91709607653,859799.224030688
2032,9,457461.1280567395,908272.1101576338
2032,10,687466.9973893184,1067658.0068046884
2032,11,1182259.0356034222,1159927.1295803224
2032,12,1821687.7556574496,1275125.9480315708
2033,1,2005502.8913517033,1261329.13164415
2033,2,1710692.005871045,1071417.7463891353
2033,3,1385080.8312421795,1114507.3342601983
2033,4,933258.3590895003,918318.526155399
2033,5,628617.4132990108,848556.8116586374
2033,6,487631.7008595227,839789.9824873518
2033,7,474765.2723932461,875131.9542929619
2033,8,455027.53965252434,835311.6632060299
2033,9,458304.76403977553,890104.4234422971
2033,10,680688.5449166329,1029718.2398060495
2033,11,1168583.0475529772,1179541.5358302128
2033,12,1893873.0768150548,1369290.5431159693
2034,1,2044253.5688860943,1311253.8394791058
2034,2,1718368.7315223604,1088972.9317460125
2034,3,1413222.8205010197,1152404.5140563012
2034,4,957636.8420483776,936367.3657131313
2034,5,639388.9406069968,876427.8027399041
2034,6,493946.97558589315,847208.6828342755
2034,7,481310.91385396046,866442.5532511871
2034,8,464441.94950784056,830293.5236261897
2034,9,470156.9442286191,903346.9528725734
2034,10,709055.8085169956,1036532.683283218
2034,11,1161988.9137054496,1216891.9486925541
2034,12,1863052.6868242277,1323542.129371717
